Brand:,Product name,Processor,Video graphics,Video graphics Memorey,RAM,Hard drive,Display,Display Resolution,Display Refresh Rate,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Generation,Processor Details,Product number,Power supply type,Laptop Color,Finger Print,SUPPORT SSD M2,Pointing device,Optical drive,Series :
MSI,Vector 17 HX AI A2XWJG,Intel Core Ultra 9 275HX,NVIDIA® GeForce RTX™ 5090 24GB,24GB GDDR7,32GB DDR5-6400,1TB SSD,"17” QHD+ (2560x1600), 240Hz, IPS-Level",2560x1600,240 HZ,Windows® 11 Home,24-Zone RGB Gaming Keyboard with Copilot Key,4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),380.34 x 297.97 x 22.85-28.75 mm,3 kg,Cosmos Gray,2 years,228337,,,9S7-17S372-204,,,,,,,
MSI,Raider 18 HX AI A2XWJG,Intel Core Ultra 9 285HX,Nvidia GeForce RTX 5090 24GB,24GB GDDR7,64GB DDR5 6400MHz 32GB*2,2TB NVMe PCIe Gen5x4 SSD,"18” UHD+, MiniLED, 120Hz",3840 x 2400,120 Hz,Windows® 11 Home,Per-Key RGB Gaming Keyboard by SteelSeries with Copilot Key,4-Cell 99 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x SD Express Card Reader,404 x 307.5 x 24-32.05 mm,3.6 kg,Core Black,2 years,249999,,,,,,,,,,
Acer,Aspire 5 A515-57G-59VY,Intel Core i5-1235U,Nvidia GeForce RTX 2050 4GB,,8GB DDR4 SDRAM,512GB PCIe NVMe SSD,"15.6-inch Full HD (1920×1080) IPS, ComfyView (Matte), 16:9 aspect ratio",1920x1080,,DOS,Full-size keyboard,"3-cell Li-Ion, 50Wh",HD webcam,3 × USB Type-A 3.2 Gen 1 1 × USB Type-C 3.2 Gen 1 1 × HDMI 1 × Headphone/Microphone Combo Jack (3.5mm) 1 × RJ-45 (Ethernet Port),362 x 237 x 17.9 mm,1.8 kg,Gray,1 Year,26699,12th generation,,,,,,,,,
HP,Victus 15-FA1023NIA,Intel Core i5-13500H,Nvidia GeForce RTX 3050 6GB,6GB GDDR6 dedicated,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,144 Hz,DOS,"Full-size, backlit, performance blue keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",35.79 x 25.5 x 2.35 cm,2.29 kg,Performance blue,1 Year,34999,13th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads",803C1EA,,,,,,,
MSI,Thin 15 B2RVE,Intel Core 7 240H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB 2x 8GB,512GB M.2 SSD NVMe PCIe Gen4,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,144 Hz,DOS,Single Backlit Keyboard (Blue) with Copilot Key,3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz),359 x 254 x 21.7 mm,1.86 kg,Cosmos Gray,2 Years,41999,,,,,,,,,,
MSI,Katana 15 HX B14WFK,Intel® Core™ i7-14650HX,NVIDIA® GeForce RTX™ 5060 Laptop GPU,GDDR7 8GB,DDR5 8GB*2,512GB NVMe PCIe SSD Gen4x4 w/o DRAM,"15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical",2560*1440,,DOS,4-Zone RGB Gaming Keyboard,"4 cell, 75Whr",HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen2 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),359 x 262 x 25.5 mm,2.4 kg,Black,2 Years,61999,,,,,,,,,,
MSI,Katana 15 HX B14WFK,Intel® Core™ i9-14900HX,NVIDIA® GeForce RTX™ 5060,8GB GDDR7,16GB 8GB*2 DDR5,1TB NVMe PCIe SSD Gen4x4,"15.6"" QHD, 165Hz DCI-P3 100% typical",2560*1440,165 HZ,Windows® 11 Home,4-Zone RGB Gaming Keyboard with Copilot Key,"4 cell, 75Whr",HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen2 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),359 x 262 x 25.5 mm,2.4 kg,Black,2 Years,69999,14th generation,,,,,,,,,
Lenovo,LOQ 15ARP9,AMD Ryzen™ 7 7435HS,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,6GB GDDR6,12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920x1080,144 Hz,DOS,"White Backlit, Arabic",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,39999,,"8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3",83JC00H2ED,,,,,,,
HP,Victus 16-r0053nia,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 3050,6 GB GDDR6,16 GB DDR5-5200 MT/s,1 TB PCIe® Gen4 NVMe™ M.2 SSD,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,144 Hz,DOS,"Full-size, backlit, performance blue opaque keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",369 x 259 x 22.9 mm,2.31 kg,Performance blue,1 Year,42999,13th generation,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",81Q11EA,,,,,,,
Lenovo,LOQ 15ARP9,AMD Ryzen 7 7435HS,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,DOS,"White Backlit, Arabic",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 year,47777,,"(8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)",83JC00H1ED,,,,,,,
Dell,G15 5530,Intel Core I5-13450HX,Nvidia GeForce RTX 3050 6GB,6GB GDDR6,"16GB, 1x16GB, DDR5, 4800MT/s","512GB, M.2, PCIe NVMe, SSD","15.6"" FHD (1920x1080) 120Hz",1920 x 1080,120 Hz,DOS,Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key,"3-Cell Battery, 56WHr",,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,357.26 x 274.52 x 26.95 mm,2.81 kg,Dark Gray,3 Years,37777,13th generation,"20 MB cache, 1 0 core, up to 4.60 GHz",,180W AC Adapter,,,,,,
Lenovo,Legion Pro 5 16IRX10,Intel Core i7-14650HX,Nvidia GeForce RTX 5050 8GB,8GB GDDR7,1x 16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",2560x1600,240 HZ,Windows® 11 Home,"24-Zone RGB Backlit, Arabic",80Wh,5.0MP with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 65-100W and DisplayPort™ 2.1 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",364.38 x 268.06 x 21.69-25.95 mm,2.4 kg,Eclipse Black,2 Years,66666,14th generation,"16C (8P + 8E) / 24T, P-core 2.2 / 5.2GHz, E-core 1.6 / 3.7GHz, 30MB",83NN001SED,,,,,,,
HP,Victus 15-fa1034nia,Intel® Core™ i5-13420H,NVIDIA® GeForce RTX™ 2050,4 GB GDDR6,8 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,144 Hz,DOS,"Full-size, backlit, mica silver keyboard with numeric keypad",Up to 6 hours and 30 minutes 7,,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.29 kg,Black,1 Year,30999,13th generation,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads",801R1EA,,,,,,,
HP,Victus 15-fa1033nia,Intel® Core™ i5-13420H,NVIDIA® GeForce RTX™ 2050,4 GB GDDR6,8 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,144 Hz,DOS,"Full-size, backlit, performance blue keyboard with numeric keypad",Supports battery fast charge: approximately 50% in 30 minutes,,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.29 kg,Performance blue,1 Year,31899,13th generation,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads",801R0EA,,,,,,,
Lenovo,Legion 5 15IRX10,Intel® Core i9-14900HX,Nvidia GeForce RTX 5070 8GB,8GB GDDR7,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.1"" WQXGA OLED 500nits glossy, 100% DCI-P3, 165Hz, Dolby Vision®, DisplayHDR™ True Black 600",2560 x 1600,165 HZ,DOS,"24-Zone RGB Backlit, English (UK)",80Wh,5.0MP with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 65-100W and DisplayPort™ 2.1 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz",344.9 x 255.35 x 19.95-21.54 mm,1.9 kg,Eclipse Black,1 year,113000,14th generation,"24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB",83LY0077PS,,,,,,,
ASUS,ROG Strix G16 ​G614FM-RV169W,AMD Ryzen 9 9955HX,Nvidia GeForce RTX 5060 8GB,8GB GDDR6,16GB DDR5,1TB PCIe 4.0 NVMe SSD,"16” FHD+ (1920x1200), 165Hz, WUXGA IPS, 16:10 aspect ratio",1920 x 1200,165 HZ,Windows® 11 Home,RGB Keyboard Per-key Aura Sync lighting,"90WHrs, 4S1P, 4-cell Li-ion",,"1x RJ45 LAN port   1x Type-C USB 4 with support for DisplayPort™ / G-SYNC (data speed up to 40Gbps)   1x Type-C USB 4 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 40Gbps)   2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps)""",354 x 264 x 22.6 ~ 30.4 mm,2.50 Kg,Eclipse Gray,1 year,92999,,"2.5GHz (80MB Cache, up to 5.4GHz, 16 cores, 32 Threads)",90NR0L17-M001B0,,,,,,,
ASUS,TUF Gaming F16 FX607VJ-RL805W,Intel Core 5 210H,Nvidia GeForce RTX 3050,,8GB DDR4,512GB PCIe® 4.0 NVMe™ M.2 SSD,"16 FHD+ 16:10 (1920 x 1200, WUXGA) 144HZ",1920 x 1200,144 Hz,Windows® 11 Home,,"56WHrs, 4S1P, 4-cell Li-ion",720P HD camera,,354 x 251 x 22.1 ~ 26.7 mm,2.20 Kg,Mecha Gray,1 year,36666,,"2.2 GHz (12MB Cache, up to 4.8 GHz, 8 cores, 12 Threads",90NR0MZ6-M000R0,,,,,,,
ASUS,ROG Strix SCAR 18 G835LR-AI3201W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070 Ti 12GB,12GB GDDR7,16GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,"ROG Nebula Display 18-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 240Hz G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",2560 x 1600,240 HZ,Windows® 11 Home,Backlit Chiclet Keyboard Per-Key RGB Touchpad,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),399 x 298 x 23.5 mm,3.30 Kg,off Black,1 year,164888,,"2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel® AI Boost NPU up to 13TOPS",90NR0LS1-M00200,,,,,,,
ASUS,ROG Strix G16 G615LR-VG132W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070Ti 12GB,12GB GDDR7,32GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",1920 x 1200,165 HZ,Windows® 11 Home,Backlit Chiclet Keyboard 4-Zone RGB Touchpad With Copilot key,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),354 x 268 x 22.8 ~ 30.8 mm,2.65 Kg,Eclipse Gray,1 year,135000,,"2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel® AI Boost NPU up to 13TOPS",90NR0LR2-M005L0,,,,,,,
ASUS,ROG Strix G16 G614JVR-N3044W,Intel Core I9-14900HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB Ram,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 7ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",1920 x 1200,165 HZ,Windows® 11 Home,Backlit Chiclet Keyboard Per-Key RGB Touchpad Support NumberPad,"90WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x RJ45 LAN port 1x Thunderbolt™ 4 with support for DisplayPort™ (data speed up to 40Gbps),354 x 264 x 22.6 ~ 30.4 mm,2.50 Kg,Eclipse Gray,1 year,85399,14th generation,"2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)",90NR0II5-M001P0,,,,,,,
MSI,Sword 16 HX B14VFKG,Intel Core i9-14900HX,Nvida GeForce RTX 4060 8GB,8GB GDDR6,16GB DDR5 8GB*2,1TB NVMe PCIe SSD Gen4x4,"16"" 16:10 FHD+ (1920 x 1200), 144Hz, IPS-level panel",1920 x 1080,144 Hz,DOS,24-Zone RGB Gaming Keyboard with Copilot Key,4-Cell 65 Battery (Whr),HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),359 x 266.4 x 21.8-27.7 mm,2.3 kg,Cosmos Gray,1 year,69999,14th generation,"36M Cache, up to 5.80 GHz",,,,,,,,
Lenovo,LOQ 15IAX9,Intel Core I5-12450HX,Nvidia GeForce RTX 2050 4GB,4GB GDDR6,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,Windows 11 Home,"White backlit, English (US)",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 Years,30777,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",,,,,,,,
ASUS,ROG Zephyrus G16 GU605MI-G16.U94070,Intel Core Ultra 9 185H,Nvidia Geforce RTX 4070,8GB,16GB RAM,1TB SSD,"ROG Nebula Display 16-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio OLED glossy display Refresh Rate: 240Hz",2560 x 1600,240 HZ,Windows® 11 Home,Backlit Chiclet Keyboard 1-Zone RGB Touchpad,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery (data speed up to 10Gbps) 1x Thunderbolt™ 4 with support for DisplayPort™ / power delivery (,354 x 246 x 149 ~ 174 mm,1.95 Kg,Gray,1 year,108000,,"24MB Cache, up to 5.1 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU",90NR0IS1-M007T0,,,,,,,
MSI,Stealth 16 AI Studio A1VGG,Intel Core Ultra 9 185H,Nvidia GeForce RTX 4070 8GB,8GB GDDR6,32GB Ram DDR5-5600,1 TB NVMe PCIe Gen4 SSD,"16” QHD+ (2560x1600), 240Hz, IPS-Level",2560x1600,240 HZ,Windows® 11 Home,Per-Key RGB Gaming Keyboard by SteelSeries with Copilot Key,4-Cell 99.9 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),1x Type-C (USB3.2 Gen2 / DisplayPort™) 1x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.0) 1x Type-A USB3.2 Gen2 1x Micro SD Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),355.8 x 259.7 x 19.95 mm,1.99 kg,Star Blue,1 year,104999,,"24M Cache, up to 5.10 GHz",,,,,,,,
MSI,Vector 16 HX AI A2XWIG,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080 16GB,16GB GDDR7,16GB DDR5-6400,1TB SSD,"16” QHD+, 240Hz, IPS-Level",2560x1600,240 HZ,Windows 11 Home,24-Zone RGB Gaming Keyboard with Copilot Key,4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),357 x 284 x 22.20-28.55 mm,2.7 kg,Cosmos Gray,2 years,151999,,,,,,,,,,
HP,Omen 16-AE0075CL,Intel Core i7-14700HX,Nvidia GeForce RTX 4070 8GB,8 GB GDDR6,16 GB DDR5-5600 MT/s (2 x 8 GB),1 TB PCIe® NVMe™ M.2 SSD,"16.1"" diagonal FHD 144Hz display",1920 x 1080,144 Hz,Windows 11 Home,"Full-size, 1-zone RGB backlit, shadow black keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 AC smart pin; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 RJ-",14.53 x 10.21 x 0.94 in,2.31 Kg,Meteor silver,1 year,82399,14th generation,"up to 5.5 GHz with Intel® Turbo Boost Technology, 33 MB L3 cache, 20 cores, 28 threads",AM9B3UA,,,,,,,
MSI,Vector 16 HX A14VIG,Intel Core I9-14900HX,Nvidia GeForce RTX 4090 16GB,16GB GDDR6,32GB Ram,1TB M.2 SSD,"16” QHD+ (2560x1600), 240Hz, IPS-Level",2560x1600,240 HZ,Windows 11,Per-Key RGB Gaming Keyboard by SteelSeries with Copilot Key,4-Cell 90 Battery (Whr),HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Thunderbolt™ 4 (DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 1x Type-A USB3.2 Gen1 1x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),357 x 284 x 22.20-28.55 mm,2.7 kg,Cosmos Gray,1 year,179888,14th generation,,,,,,,,,
MSI,Vector 16 HX AI A2XWHG,Intel Core Ultra 9 275HX,GeForce RTX™ 5070 Ti,12GB GDDR7,32GB 2 x 16 Up to DDR5-6400,1TB NVMe PCIe SSD Gen4x4 w/o DRAM,"16"" 16:10 QHD, 240Hz, 100% DCI-P3, IPS-level panel",2560x1600,240 HZ,Windows11 Home,24-Zone RGB Gaming Keyboard with Copilot Key,4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),357 x 284 x 22.20-28.55 mm,2.7 kg,Cosmos Gray,2 Years,129999,,,,,,,,,,
MSI,Vector 16 HX AI A2XWIG,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080,16GB GDDR7,32GB 2 x 16 DDR5-6400,1TB NVMe PCIe SSD Gen4x4 w/o DRAM,"16"" 16:10 QHD, 240Hz, 100% DCI-P3, IPS-level panel",2560x1600,240 HZ,Windows11 Home,24-Zone RGB Gaming Keyboard with Copilot Key,4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),357 x 284 x 22.20-28.55 mm,2.7 kg,Cosmos Gray,2 Years,169999,,,,,,,,,,
MSI,Titan 18 HX AI A2XWJG,Intel Core Ultra 9 285HX,Nvidia GeForce RTX™ 5090,24GB GDDR7,64GB DDR5 6400MHz 32GB*2,4TB SSD - 2TB NVMe PCIe Gen5x4 SSD + 2TB NVMe PCIe Gen4x4 SSD,"18"" 16:10 UHD+ (3840x2400), MiniLED, 120Hz, 100% DCI-P3 (Typ.), IPS-Level panel",3840x2400,120 Hz,Windows11 Home,Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries with Copilot Key,4-Cell 99 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),404 x 307.5 x 24-32.05 mm,3.6 kg,Core Black,2 Years,299999,,,,,,,,,,
Lenovo,LOQ 15IRX9,Intel® Core™ i5-13450HX,NVIDIA® GeForce RTX™ 3050,6GB GDDR6,2x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920x1080,144 Hz,,"White Backlit, Arabic",60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 Years,36666,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.6GHz, E-core 1.8 / 3.4GHz, 20MB",83DV012HED,,,,,,,
